,id,dialect,tweet
37,1157061856126754816,IQ,@monaelroumy @juhaalhakim1 ممنونه ويارب الأمن والامان لمصر الغاليه ❤️🌹
38,1157235948192710912,IQ,@0lu3QJzPrFrX8vb 😂😂😂😂اي والله غريب سكوتها
39,1157642091327119360,IQ,@wyzYNwFQ1UfVCW9 ممنونه لجنابك وكلامك الذهب🌹
40,1159153864890880000,IQ,@sfer661 استاذ محمد لو اعرف الجماعه شيحبون !! لايريدون رياضه ولافن . ولاثقافة . ولاتعليم ولامطبقين الدين .. يعني بنوا الملاعب للحوزه .. حيره 🤨
41,1159779766976860160,IQ,@0lu3QJzPrFrX8vb هذه مراسيم شنو ومنو يتبعها .. ممكن توضيح الاخ صاحب التغريده
42,1159848480623464448,IQ,@GxobpTSFGnWTpYR انا قلت انا وانت والنَّاس السذج ركز اخي
43,1159873484710916096,IQ,@Sa__86__iraq @ali48899476 شبيه !!؟؟ شريف وأخو  اخيته🙏
44,1159888762450644992,IQ,@HaiderAlAbadi هاي بس يم الكعبة عرفتها.. هنيالك ياعراق..بعدين هذا حج لو تصوير أفلام  كل شوي ناشرين صورتك .. !!
45,1159918464754225152,IQ,@38IXH4UjMY5qSXJ كلامي غير موزون .. اوزنوا أقوالكم وأفعالكم وغيروا ماانتم فيه
46,1160071685950849024,IQ,@imam12imam14 ظلوا بهاي السوالف من بشر ينقد حالة تنسبوا لصدام لان انت كان يحكمك   نبي واحنه صدام.
47,1160115076403257088,IQ,@Ali26147648 بالعافيه عليك وعلى الرجال اللي تحميك .. الذله تليق بالبعض
48,1160197091718770688,IQ,@3eGbAeByX4hxd1b @AliAljarah16 ويجيك بطران يگول المرجعيه لاتتدخل بالسياسه ..
49,1160224130274406400,IQ,@umyouss08549155 هذول راح نحرر بيهم فلسطين 🙄
50,1160289650126311424,IQ,@KhalidIraqi17 آميين يارب ينعاد عليك بتحقيق كل ماتتمناه. 💐
51,1160290300868382720,IQ,@Aber04631655 عيدك مبارك صحه وسلامه🤲🌹
52,1160298836314775552,IQ,@C80KtwOz1nmQirp وأنتم بالف خير  صحه وسلامة وراحة البال https://t.co/7a6xIjkNYq
53,1160309756994752512,IQ,@LwkGV4AaIlywhPj عيدك مبارك وعساك من عواده https://t.co/20JdflokSj
54,1160421284737617920,IQ,@Ahmadhussen123 وانت بخير وسلامة وربي ينعاد عليكم بكل ماتتمنونه .. 🌷💐🌹
55,1160422458777907200,IQ,@2ygdE7iViAzeDkx وانت بالف خير ويارب تحقيق كل ماتتمنونه وعساكم من عواده🍀💐🌸🌼🌻
56,1160482368353968128,IQ,@rFHbe7hF0qGuV6D من اخلاقك الحلوه .. كل عام وأنتم بالف خير اهلنه وناسنه وفخرنه 🌸💐🌷🌼🌸🌷
57,1160504147059326976,IQ,@lordiraq75 كل عام وأنتم ترفلون بالعز والسعاده وينعاد عليكم وسط محبيكم واحبابكم 🌸🌸🌸🙄🌼🌼🌼🌻🌻
58,1160853077014077440,IQ,@Emanshabander فديت العنونه .. العمر كله حبيبتي❤️🌸
59,1160864334937042944,IQ,@mohamedadel1322 @ibrahemwq المعارض الحقيقي اللي بقى بسوريا .. واللي طلعوا كلهم خونه باعوا بلدهم للمرتزقة. ليس حباً بالأسد لكن هاي حقيقه
60,1160954047769300992,IQ,@GxobpTSFGnWTpYR مو اتلومني من احچي.. شوف دا يصير بينه
61,1161046172888444928,IQ,@ha___m___ed والله اكو قسم سويت احباط عندي 😂
62,1161257999111004160,IQ,@tratelalmoaswy وين السمار الله يرضى عنكم 🙄
63,1161300388374634496,IQ,@GxobpTSFGnWTpYR سبحان الله احنه العراقيين يوميه طالعتنه مصيبه ملتهين بيها !! هذا يگول السنه وذاك يگول الشيعه وعلى هل الرنه 🙄
64,1161300951640264704,IQ,@S9p57eTnuqnCwAW بس العراقييين تحت المجهر . بخت ستار وبخت ....
65,1161314878377906176,IQ,@goMPoWpBZHCQoat @Yazan98512113 هههه موج البحر عوفي الحمص .. سولفينه عليه
66,1161318450620436480,IQ,@ha___m___ed على هذا انت اتخوف 😂 گرايب الجماعه🙄
67,1161341660015538176,IQ,@E8vTu5UC0w6N2EM بكيفك  بطولات إنجازات قرارات
68,1161400703866277888,IQ,@sfer661 هههههههه ايفانكا.. تبين كاسره خاطرك استاذ محمد 😚
69,1161688000293720064,IQ,@ao_ham2013 ممنونه لخاطري امسحه وعلق
70,1162052504378576896,IQ,@SamDally4 خوالك يموتون على النگد لهذا في شجن بكل مايقولونه ... 😂😂
71,1162111319774040064,IQ,@ha___m___ed @sCFlBsZIZLRXlhb اني هم راح احضره زين نبهتني
72,1162111943500587008,IQ,@ha___m___ed @sCFlBsZIZLRXlhb لحد الان مااعرف  دافع جوابه .. ردي كان طبيعي  مافيه ازعاج.
73,1162701800971165696,IQ,@ha___m___ed مبدع ... ومحد داري بيك 👏
74,1162708381767016448,IQ,@ENGHAID13688287 لا ابد مامنزله أيدي ولاشكلي لاتسوينه مشكله الله يرضى عنك
75,1164506262983315712,IQ,@ha___m___ed اقتراحاتك  رهيبة 😂. كلك افكار
76,1164566091076657152,IQ,@EaU6bS5ybA1ALGY حج مبرور وسعي مشكور 😂😂🌸
77,1164923540933611520,IQ,@nashwanalalwani وهو شخسران نوري المالكي ولد الخايبات اللي بقوا يخليهم حطب لفزعاته ..  خاف اكو بلد لسه اسمه العراق
78,1164931278069739520,IQ,@ha___m___ed التسرع بالحكم او اتخاذ القرار☺️ ولو على مااضن متحتاج نصيحه. 🙄
79,1165171702126514176,IQ,@AlaziweAthraa هذا مريض عنده حالة نفسية  ..
80,1165966816776216576,IQ,@ha___m___ed صعبة أن يرجع حراً😌
81,1166014307336957952,IQ,@sh_klm @Lujen41 @Letter____1 @sams_85 @YA__tug @Bassim90875783 @shk_shn @1li_m @fwoaltck8rltr5w @haoi_sh @abohassan21180 كل هذا ومامقصوده .. اذا مقصوده شلون 😂
82,1166268487536389888,IQ,@ENGHAID13688287 صح لسانك الجهل آفه
83,1166305797300772864,IQ,@ha___m___ed ياالله عليه تكاليف حفلة حنتك😂
84,1166652209838383104,IQ,@umyouss08549155 مااعرف هاي حكومة لو علوة مخضر !!!
85,1166658909312094208,IQ,@ENGHAID13688287 هههههه والله اني هم شاكه احنه المقصودين لان الدلائل كلها لاتشير علينا
86,1166956051356356608,IQ,@5E0wt4cXZxoQTVj ممنونه سيد يسعد صباحك 💐🌼🙏🌺🌸
87,1167008948597264384,IQ,@Flona123123 اسمعت لو ناديت حياً😭
88,1167018996350312448,IQ,@ha___m___ed وربك متاخذغير القهر والتعب   والضيم   والمرض ويخلص عمرها حتى يرضى وتربي أولاده .. هاي بس المراءه العربيه . https://t.co/bkp2EnNsG5
89,1167156077525393408,IQ,@ha___m___ed شلونك شلون صحتك عافيتك شلون الاهل ان شاء الله زنين😂😂😂😂
90,1167472120630251520,IQ,@ilitev1 يستاهل  .. بس اعتقد مو زوجها ولا جوال تبين  شغلته چبيره   ههههه هاي النسوان اللي تعمر بيوت 😂
91,1167723349788618752,IQ,@dawood1972 يعني المشاكل جابت نتيجه
92,1167727714780028928,IQ,@9AWwZa1OAJhtL7y كلام منطقي جدا اتفق معك👍
93,1168212960596176896,IQ,@raghad_ghalib هلو رغوده شنو هل الغيبه ..  ان شاء الله خير ❤️منوره🌷
94,1168482884820393984,IQ,@AlqieseHamza روعات مرورك استاذي الفاضل 🙏
95,1168486929270300672,IQ,@Rahhafjaseeeeem @AliAljarah16 حلوه بالعراق انجمد البانيه للشتاء والباگله للصيف ... احنه هم مطورين 🤪😂
96,1168582662715510784,IQ,@AmeenPress سنة يسولف برفع الصبات واللي اعتبره اللوگيه منجز وسنه يرفع التجاوز ات .. والحكم لجنابك لنشاط رئيس الوزراء .. العالم والمدن أصبحت تتبارى في الهندسه والجمال والرفاهيه وهذا فرحان رفع صبه .. الطم😭
97,1168585361787895808,IQ,@OmarAlmansuri هذا كله  حتى يبقى اقتصاد ايران متوازن والعراق الى جهنم ... لو بس افتهم هذوله عدهم شرف  الانتماء لبلدهم  ابو العدس  وينه
98,1168585980309311488,IQ,@OmarAlmansuri كبسولة كل ست ساعات
99,1168595763930324992,IQ,@LaylaKilani صدقتي عزيزتي .. يسعد مساك 🌸
100,1168860222670233600,IQ,@SalahAlarbawi يعني  انسوي ثورة تقبلون ؟؟؟ اخاف  نقود ثورة وبنهاية ايصير بيها اشكال شرعي .. 😂😂
101,1172422887094902784,IQ,@jamalalasdy تتكلم بثقة وكأنك رئيس الوزراء .. شگد عمرك بروح ابوك
102,1172589303245037568,IQ,@NeamahSuwaidan @Engineering1974 في وقفتكم هندسة 🌷 بالتوفيق للجميع
103,1173341162637336576,IQ,@LaylaKilani ان شاء الله قمر سوريا يكون احلى بيكم🌸
104,1173490828225986560,IQ,@SalahAlarbawi استقالته ليس بالظروره انه ضعيف .  ممكن عاجزان يبقى نزيه ففضل الانسحاب . والله اعلم
105,1173494697152667648,IQ,@kARpVb8ZYa518i4 الله لايوفقچ على هذا الفرض 😂
106,1173624290660560896,IQ,@nashwanalalwani شيسوي بالجان !!! هذا انسان عايش بغير عالم ،،،، بس حلو يمثل الحبوب الطيب لايگ عليه الدور .
107,1173690889182556160,IQ,@NeamahSuwaidan ممنونه انت تمون اخ راقي
108,1173697011843063808,IQ,@sfer661 والله يطلع الواحد من دينه هذا مصيبه الله بلانه بيه
109,1173871533632184320,IQ,@NeamahSuwaidan ههههههه ماشي اتركها ... لك كل ماتحب🌷
110,1173888504352391168,IQ,@5fe5c888c2ce40c @kamal1277New احترم بكل قهر قناعتك
111,1174013183230730240,IQ,@kamal1277New آيڤون 7 بلاص .. أخذته قبل 3 سنوات مليون وشويه
112,1174014348173434880,IQ,@NeamahSuwaidan @kamal1277New نفسه والله استاذ نعمه مو من هواة التغير بسرعه واشوفه بعده جديد ... گدامك استاذي 😂🌸
113,1174030763022532608,IQ,@SalahAlarbawi ماكان عندي خبر ... شكراً للمعلومة👍
114,1174607642406400000,IQ,@NeamahSuwaidan @ha___m___ed اعتقد اولادها من الزوج الثاني يحق يزوجوا بناته من زوجته الثانيه .. صح لو موصح .. صدوگ دوخه😂😂
115,1174613453216108288,IQ,@1methaq والله كيان   ديزيدون مينگصون .. بلاء الله بلانه بيهم الخلاص شلون مااعرف ... راح نستورد شعب يثور  واحنه النه الصافي.. مامعقوله اللي ديصير والشعب ساكت .. يمكن مسوانه عمل ( سحر ) 😂
116,1174615760318160896,IQ,@haider1988alju1 طيب هاي مصالحنا فقط بالصين محصوره..؟؟
117,1174619626875080704,IQ,@h_1_9_9_3 والله حكومة عصابات ومافيات كلشي أتوقع ..
118,1174666240394190848,IQ,@Ali_alsuwmiriu @kamal1277New هههههه السومري  لااتصير حاروگه..
119,1174718790799638528,IQ,@SalahAlarbawi جداً دقيق بكلامه بحصر السلاح الدليل ماحصل بالناصرية بنزاع عشائري البارحه .. جاكي شان مامثل مثلك .
120,1174726079770234880,IQ,@Emanshabander اي والله بلوه وحيره 😂😂
121,1174727377953468416,IQ,@x2z50 لاتعليق على من عدِم الشرف
122,1174948618324730112,IQ,@5E0wt4cXZxoQTVj يسعد صباحاتك بالخير والسعاده
123,1174984039138119680,IQ,@zfF9J9Svn7knAaO ومن قال انه باطل .. احيانا نتمنى حق  وزمام أمره بيد الله سبحانه وتعالى .. وين المشكلة !؟
124,1175014768337440768,IQ,@SalahAlarbawi يطور خلقه بأرادته ...  ولااراده بعده ..
125,1175139635640623104,IQ,@Emanshabander تبهريني بتميزكِ .. مساء الخير (امونه) 🌹
126,1144322578753949568,IQ,@AlsaadRafah انتقلت للارجنتين قريبه مو بعيده
127,1144323820142104576,IQ,@ha___m___ed إنتوا هم ضلوا گطيعه 😂
128,1144330578965278848,IQ,@ha___m___ed 😂😂😂😂😂😂😂😂😂😂😂والله العظيم ضحكتني  ياربي ع سوالفك😂
129,1144333996270206976,IQ,@1aktb @Andro55505332 ابن عمي عفت التغريده وعجبتك البزونه😚
130,1144503105209491584,IQ,@Enpersoon @saqrA55 جماعتنه بالخراب  استاذيه   .. أظاهر. استنكر . اذا هيج عندكم اندفاع وقوة طالبوا بحقوقكم من حكومة الحراميه
131,1144514563196489600,IQ,@4EzxfLnTytnyGnj @Enpersoon انتظر الردود الراح تجيك يمعود هاي الارجنتين .. خط احمر .
132,1144559837541519360,IQ,@fsquqeqN69NiPNa يعني زواج الرجل للثانية  بدون أسباب  شنو تفسيره وكيف ممكن تكون مشاعره ؟؟
133,1144562648941518848,IQ,@uqQH2Y5JrQIT65p صح لسانك . طيب والثانيه شنو سميها؟؟
134,1144563279282475008,IQ,@uqQH2Y5JrQIT65p ياشريف اعتبر مافي تقصير 🙏
135,1144572613999628416,IQ,@TK6RzrOOP7PM83H لأيمكن افتهمتها لكن غير مطلوب ومو ظروري كيف.
136,1144573945376595968,IQ,@lilyros85624885 ليش عزيزتي شو انا موظفه عنده
137,1144579175363350400,IQ,@KAltieb وصلتني اجابتك ممنونه وعذراً للإحراج 🌹🌷
138,1144583914419306368,IQ,@Y7rKi3Jik5SNZYD @SaleemAldulimi دكتور سليم ابن عمي ومايجاملني انت بس اطلع منها 😂🤨
139,1144604204616552448,IQ,@QSHRXxV36EfuNXV @SaleemAldulimi لاوالله اني ابدا مو عنصريه بس دكتور سليم كانت إجابته جدا وافيه وصريحه.. الكل على راسي 🌹😂
140,1144637428361236352,IQ,@Enpersoon هسه دتتخيل انت شط العرب اكيد🙄
141,1144654908114837632,IQ,@HabibAlmasoudy @ha___m___ed كله الك  واحنه الممنونين .. اني وابن ولايتي بعد اكرم مني 😂🌷🙏🌹
142,1144907826906718208,IQ,@husseiNn9500065 @jawad1988r هسه بقت ثورة العشرين يعني نظل عايشين   بإنجازات  اجدادنا
143,1144942972884140032,IQ,@ha___m___ed هاي كبة لو قنبلة🙄
144,1144951024245006336,IQ,@Enpersoon راح أحرض الكل يحضروك وخليك بس لأهل البصره😚
145,1144964913477165056,IQ,@LaylaKilani هم غير يجون يشوفون حر العراق  🙄🙄
146,1144980450563280768,IQ,@Mohassad71 من بابل لا هاي قوية🙄 برأيك الحكومه ماعدها علم .. بلد مليشات .. حتى رئيس الوزرا ء يخاف وربك 😂😂😂الك الله ياعراق .
147,1144983073622241152,IQ,@3lgwEDrtQnddUUp @Mohassad71 والله الخبر عند صاحب التغريده 😂
148,1144983851502096384,IQ,@ACNlo8g28aHiD2e فديت الكلام   اللي ع الگلب 👍🌹🌷
149,1144984436506841216,IQ,@xerauUajnFOPZkW ولو انا مامتابعتك لكن نورت 😂
150,1144990431920439168,IQ,@LwkGV4AaIlywhPj @Enpersoon انوب اخطب لزوجي 🙄🙄 الله يبعدنا عنك وعن قناعاتك راح انطيك حضر😂😂
151,1145000424140935168,IQ,@IRQ08 ال شمر مجتمعين واحد أفندي واحد بالدشداشه
152,1145008235000279040,IQ,@SBaddai @IRQ08 يااخي صاحب التغريده ذكر عن الغريب بالصوره ،،أجبت واحد أفندي  واحد لابس دشداشه  . منو جاب طاري اللبس والحريه الشخصيه ومنو انتقص من لبسهم 🙄
153,1145016641694158848,IQ,@SaleemAldulimi دكتور كلام الاخ فوق مستوى إدراكي ممكن تفسر لي نكهة المدارس الطينيه شنو !! هاي النماذج وين رايحه. بينه 🙄 اكو واحد يصيح  مكاني يببوووو . هاي الاختراعات لتطوير العراق. مع الاسف .. حسافه العراق تفتي فيه الجهله
154,1145065101969567616,IQ,@ha___m___ed چنت بس انت اشوفك ماشفت ناس..وصافن بس افكر والذهن شارد .. وانت تعيش صافي وهادي البال .. وتشلع باب گلبي بصمتك الجاحد 🌹.  گول مو حلو 🙄
155,1145069624054206464,IQ,@hanash_22 @Enpersoon سلملي عليها گلها ماعدنه☺️😉
156,1145070059859185664,IQ,@fsquqeqN69NiPNa @ha___m___ed مو   اني.   هذا اللي اعرفه😂😂
157,1145255876636401664,IQ,@jadmhassan @Enpersoon فديت الورده النازله على صدره 😂❤️ ربي يحفظه
158,1145256481475969024,IQ,@HASSAN_SALEM65 @saadik81 كلامك اليوم 👍  اول مره احسك عراقي🙄
159,1145259836055203840,IQ,@Hussein2albasha دوووم الجمعه الحلوه ربي يديم الخوه🌹✋️
160,1145371448422338560,IQ,@AlazzawiM هذا الرئيس مات انقتل ؟؟؟
161,1145373318343798784,IQ,@Ahhg20015Ali @AlazzawiM وبعدين مات لو قتله
162,1145376110382919552,IQ,@Enpersoon @_um_mustafa هذا شنو دخله بمتابعتها كلمن حر  بأسلوبه  بعدين انت داخل تويتر شسوي اذا تكره الجديه!!!!!
163,1145380698825658368,IQ,@SaleemAldulimi هاااا دكتور شعلينه بيها . حرية ليش منزعج 🙄🙄😚
164,1145422401808883584,IQ,@NeamahSuwaidan @saadik81 يسلم راسك راسي مرفوع بيكم  حتى اليكرهوني من العراقيين  التمس لهم العذر ومآاخذ موقف منهم ربي يشهد .
165,1145444736653770752,IQ,@ayad_iraq2 @Enpersoon هي متوفيه يزوج منو 🙄🙄🙄
166,1145445873184313216,IQ,@iraqi1566 الاثنين واردات عندنا بس چا مااتعودت عليها
167,1145446249384095616,IQ,@iraqi1566 صعبه عليه مع العلم كثير حولي يستعملوها
168,1145621047368138752,IQ,@SaleemAldulimi فتوى جديدة وقوية. وينهنم جماعة ...... الاسلاميه فسدت بظاعتكم .
169,1145752685339193216,IQ,@ayad_iraq2 @Enpersoon صح. جوابي ماشفته غلطتي شفتها🙄🙄
170,1145984262778343424,IQ,@3hanthala @Enpersoon چان خليته ينتحر واطلع من خطيته .. اكتفي بالتعليق اذا صح الخبر 🙄🙄😂😂
171,1146114092396163200,IQ,@Enpersoon @WordDgail طبعاً زلمنه مو بايره 🙄🙄👍 شايف خير https://t.co/GxMG5kkGBJ
172,1146115624244056064,IQ,@Enpersoon @WordDgail هاااا اشو بسرعة خفت مع الاسف     لاوتريد اكفلك اني هم انسحبت ..  اعلم مزح 😂😂😂😂
173,1146116419219787776,IQ,@jjea90 @Aliws313 شنو هل الزحمه اذا بابل مو تراث عالمي  عدساتك تراث😂😂
174,1146116882254180352,IQ,@Aliws313 عدسات عادس عبد المهدي
175,1146117889239462016,IQ,@QSHRXxV36EfuNXV @jjea90 @Aliws313 العدسات اي. بس بابل مااعتقد 😎
176,1146157993723158400,IQ,@QSHRXxV36EfuNXV @Ezaraezara20001 اتمنى ان لااكون متطفلة او متعديه لحدود ردودي .😂
177,1147058746436325376,IQ,@jadmhassan معلومة حلوه اول مره اعرفها.
178,1147268050770628608,IQ,@Salehalhamadani اهل الحله  نافگين من زمان بالحضارة. وبدونه .. بس الزمن أغبر ..
179,1147793534558322816,IQ,@QSHRXxV36EfuNXV كل شيء قابل للتصنع ال الود والحب .. مايخبئه القلب تفضحه العيون ..
180,1148110633516380160,IQ,@sfer661 يُقال النسيب قطعه من الكبد .. 😂
181,1148134523533692800,IQ,@SaleemAldulimi اي والله يشبه ابو لهب😉
182,1148283668718399616,IQ,@MustafaKamill كثير اللي ضحكوا ع العراقيين !!؟؟
183,1148502365831647232,IQ,@owhehwudjf17104 @mh429111 هذا شنو دخل ع الخط https://t.co/49Olp48WIE
184,1148538035274964992,IQ,@ha___m___ed طلعوا مظاهرات .. ضد الغش لو تظربون عن الزواج😂😂
185,1148538729503625216,IQ,@ha___m___ed على شنو معترض  اذا شايل فكرة الزواج .🙄
186,1148539278760304640,IQ,@jadmhassan ههههههه رگي هل الوكت كله بس اللون الأحمر   ..
187,1148588852656910336,IQ,@1sr_0 الله. لايوفقك خليتونه مضحكه لليسوه واللي ميسوه.
188,1148882037778067584,IQ,@BaydaNahas @AAlhamadany دوووم ان شاء الله🌹
189,1148920384835727360,IQ,@uqQH2Y5JrQIT65p كفوووو .. الله لايجيب الزعل ☺️😂
190,1148920953231028224,IQ,@SaleemAldulimi الله على بروده .. وفهاوته التكتل .. كأن فيه حاله نفسيه
191,1148965165750214784,IQ,@dhomebara سباحة شرعيه وين المشكلة 😂😂
192,1148969931217744000,IQ,@jadmhassan ياربي سترك ... خطيه عنده صرع يمكن.. 😂😂
193,1148981095129603968,IQ,@husam_taee ويمكن النحل ماخذ جرعه زايده من مخدرات الارجنتين.. كلشي ممكن 🤪😂
194,1149005128873238400,IQ,@ha___m___ed تعرف اغلب الامور اللي تطرحها حلوه ومسليه بدون مجامله.. اما اخر واحد قبل دقائق نازل غزل كأنه قيس ابن الملوح 😂😂😂
195,1149009854234800000,IQ,@hhjj782 اخلاقك الحلوه اخ كيان💐
196,1149055093465133056,IQ,@SaleemAldulimi هذا راح يكون عمل شركة سعد .. اذا عرفت سعد !!! عرفت ليش .
197,1149058177973063552,IQ,@adnanaltia وربك مو بس حكومتة ..هو ماصخ لدرجة التقيؤ  .. ومن تنتقده يجاوبك البطران .. مثقف . هادي . متوازن . شسوي بثقافته وهدوءه وتوازنه  وهو  مثل هُبل . https://t.co/vH401TENTS
198,1149787107751334016,IQ,@abbas70mb والنعم منك .. حياك الله 💐
199,1149987966959390848,IQ,@fsquqeqN69NiPNa احنه اخوه بدون القاب 🌷
200,1150054868842876800,IQ,@3eGbAeByX4hxd1b ومصيبة الكون يسمون نفسهم حكومة .. وتلغي امريكا مقابلتهم ومصرين انهم يقودون العراق ..
201,1150121965702787200,IQ,@Enpersoon @yiALi14 @SulaimanAlfahd اني شفته ميستحق أسلوبه النقاش حضرته
202,1150785551374651392,IQ,@AlaziweAthraa أصلاً حلو التغير طيب وين الوفاء الإخلاص ... خربانه والله
203,1150788016446853248,IQ,@iambaderkhalaf هسه دمسح شاربك لعنة الله على ابو شاربك
204,1151044837392695168,IQ,@owhehwudjf17104 @saqrA55 كلها. نساء !!!! الرجل عنده معجبات واكيد البعض يغار 🤪🤪🤪 كلشي غريب بحكومتنه الرومانسيه.
205,1151048589126316032,IQ,@Enpersoon @owhehwudjf17104 @saqrA55 احسن .. التويتر شبيه غير الظيم 🤪😂😂😂
206,1151124680549588992,IQ,@manuonat انسجام الغراوي وهذا اعتقد اخوها لان يشبها
207,1151136346737561600,IQ,@manuonat لا والله هي فارضه شخصيتها   💐
208,1151183024656125952,IQ,@manuonat هههههه ليش الإصرار  على معرفة شيء لايقدم ولايأخر بالنسبه للسيدة  .. للأمانة الأخت ماعندي مؤشرات عليها فليش  مااحبها .
209,1151541774776766464,IQ,@ha___m___ed ياخير  🙄اكيد هاي عن تجربه
210,1151565339756519424,IQ,@SaleemAldulimi هسه يجوز نتأهل لتصفيات العالم على يد الشيوخ ..🙄🙄
211,1151566793502339200,IQ,@NeamahSuwaidan @SaleemAldulimi مو بعيده استاذ نعمه 😂😂
212,1151838673392021632,IQ,@ABURAND73 ربي يحفظه لك ... بس خل يرشق😂
